Key,Summary,Type,Environment,Service,Operation,DueDate,StartDate,Status,Priority,Labels,Assignee,Reporter,Description,LatestComment,Stream,Theme,JiraUrl
DSM-E0106,prd | StreamNode | pipeline restart,SERVICE_OP,prd,StreamNode,pipeline restart,2027-06-10,2027-06-10,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,StreamNode pipeline restart applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0106
DSM-E0107,prd | ZenithCore | token cache flush,SERVICE_OP,prd,ZenithCore,token cache flush,2027-06-13,2027-06-13,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,ZenithCore token cache flush applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0107
DSM-E0108,stg | AlphaLayer | OAuth scope registration,SERVICE_OP,stg,AlphaLayer,OAuth scope registration,2027-06-16,2027-06-16,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,AlphaLayer OAuth scope registration applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0108
DSM-E0109,qa | QuantumSync | consumer group reset,SERVICE_OP,qa,QuantumSync,consumer group reset,2027-06-19,2027-06-19,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,QuantumSync consumer group reset applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0109
DSM-E0110,prd | QuantumCore | mTLS policy update,SERVICE_OP,prd,QuantumCore,mTLS policy update,2027-06-22,2027-06-22,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,QuantumCore mTLS policy update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0110
DSM-E0111,prd | CoreStream | partition rebalance,SERVICE_OP,prd,CoreStream,partition rebalance,2027-06-25,2027-06-25,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,CoreStream partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0111
DSM-E0112,dev | DataHub | cold-tier archival,SERVICE_OP,dev,DataHub,cold-tier archival,2027-06-28,2027-06-28,In Progress,High,service-release||change-management,Jules Knight,Riley Flame,DataHub cold-tier archival applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0112
DSM-M0024,ZenithCore OIDC Phase 2 Complete,MILESTONE,,,Migration,2027-06-08,2027-06-01,Implementing,Medium,milestone||service-release,Jordan Storm,Winter Brooks,ZenithCore OIDC migration phase 2 complete. All relying parties on new endpoint.,Final validation in progress.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-M0024
DSM-M0025,MatrixNet Schema Registry v3.6 GA,MILESTONE,,,Release,2027-06-20,2027-06-06,Implementing,High,milestone||service-release,Drew West,Elliot Hunter,MatrixNet schema registry v3.6 reaches general availability with full backward-compat support.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0025
DSM-M0026,FusionPoint PSP Integration v3.6,MILESTONE,,,Release,2027-06-28,2027-06-14,Implementing,High,milestone||service-release,Emerson Rivers,Riley Flame,FusionPoint PSP integration v3.6 released. New acquirer endpoints and improved routing.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0026
DSM-P0048,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-07-06,2027-07-06,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 06.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0048
DSM-P0049,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-07-13,2027-07-13,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 13.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0049
DSM-P0050,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-07-20,2027-07-20,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 20.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0050
DSM-P0051,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-07-27,2027-07-27,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 27.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0051
DSM-E0113,qa | NovaNode | telemetry pipeline restart,SERVICE_OP,qa,NovaNode,telemetry pipeline restart,2027-07-03,2027-07-03,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,NovaNode telemetry pipeline restart applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0113
DSM-E0114,prd | MatrixNet | contract registration,SERVICE_OP,prd,MatrixNet,contract registration,2027-07-05,2027-07-05,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,MatrixNet contract registration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0114
DSM-E0115,prd | GammaFlow | rule set pre-deployment,SERVICE_OP,prd,GammaFlow,rule set pre-deployment,2027-07-07,2027-07-07,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,GammaFlow rule set pre-deployment applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0115
DSM-E0116,stg | FusionPoint | retry policy update,SERVICE_OP,stg,FusionPoint,retry policy update,2027-07-09,2027-07-09,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,FusionPoint retry policy update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0116
DSM-E0117,qa | CyberEngine | scoring threshold adjustment,SERVICE_OP,qa,CyberEngine,scoring threshold adjustment,2027-07-11,2027-07-11,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,CyberEngine scoring threshold adjustment applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0117
DSM-E0118,prd | LogicLab | SDK update rollout,SERVICE_OP,prd,LogicLab,SDK update rollout,2027-07-13,2027-07-13,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,LogicLab SDK update rollout applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0118
DSM-E0119,prd | StreamNode | lag recovery,SERVICE_OP,prd,StreamNode,lag recovery,2027-07-15,2027-07-15,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,StreamNode lag recovery applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0119
DSM-E0120,stg | ZenithCore | OIDC config update,SERVICE_OP,stg,ZenithCore,OIDC config update,2027-07-17,2027-07-17,In Progress,High,service-release||change-management,Logan Snow,Kai Wolfe,ZenithCore OIDC config update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0120
DSM-E0121,qa | AlphaLayer | health probe update,SERVICE_OP,qa,AlphaLayer,health probe update,2027-07-19,2027-07-19,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,AlphaLayer health probe update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0121
DSM-E0122,dev | QuantumSync | lag recovery,SERVICE_OP,dev,QuantumSync,lag recovery,2027-07-21,2027-07-21,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,QuantumSync lag recovery applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0122
DSM-BE0009,Summer Engagement Campaign 2027,BUSINESS_EVENT,,,Campaign,2027-07-31,2027-07-01,In Progress,High,Event_Launch||service-release,Jordan Storm,Elliot Hunter,Summer Engagement Campaign 2027 running across all digital channels. The peak demand window is expected from 13/07/2027 to 21/07/2027. All platform teams should ensure capacity is available during this period.,Campaign tracking nominal.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-BE0009
DSM-M0027,MatrixNet Schema Registry v3.7 GA,MILESTONE,,,Release,2027-07-08,2027-07-01,Implementing,High,milestone||service-release,Emerson Rivers,Riley Flame,MatrixNet schema registry v3.7 reaches general availability with full backward-compat support.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0027
DSM-M0028,FusionPoint PSP Integration v3.7,MILESTONE,,,Release,2027-07-20,2027-07-06,Implementing,High,milestone||service-release,Jules Knight,Logan Snow,FusionPoint PSP integration v3.7 released. New acquirer endpoints and improved routing.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0028
DSM-P0052,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-08-03,2027-08-03,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of August 03.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0052
DSM-P0053,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-08-10,2027-08-10,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of August 10.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0053
DSM-P0054,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-08-17,2027-08-17,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of August 17.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0054
DSM-P0055,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-08-24,2027-08-24,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of August 24.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0055
DSM-P0056,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-08-31,2027-08-31,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of August 31.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0056
DSM-P0057,AMBER | Q3 Summer Campaign Peak Window 2027,PEAK_SEASON_PROTECTION_WINDOW,,,Peak Season Protection Window,2027-08-28,2027-08-05,Active,Medium,PeakSeasonProtectionWindow||service-release,Drew West,Jules Knight,AMBER protection window during Q3 summer campaign peak 2027. CAB approval required for all production changes.,Window activated. All teams notified.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-P0057
DSM-E0123,prd | QuantumSync | lag recovery,SERVICE_OP,prd,QuantumSync,lag recovery,2027-08-03,2027-08-03,In Progress,Low,service-release||change-management,Quinn Storm,Emerson Rivers,QuantumSync lag recovery applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0123
DSM-E0124,prd | QuantumCore | token issuance tuning,SERVICE_OP,prd,QuantumCore,token issuance tuning,2027-08-05,2027-08-05,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,QuantumCore token issuance tuning applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0124
DSM-E0125,stg | CoreStream | partition rebalance,SERVICE_OP,stg,CoreStream,partition rebalance,2027-08-07,2027-08-07,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,CoreStream partition rebalance applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0125
DSM-E0126,qa | DataHub | schema migration,SERVICE_OP,qa,DataHub,schema migration,2027-08-09,2027-08-09,In Progress,High,service-release||change-management,Drew West,Winter Brooks,DataHub schema migration applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0126
